Date,Cases-Total: Δ=Daily-Change,Deaths-Total: Δ=Daily-Change
2021-10-10,1809: Δ=0,0: Δ=0
2021-10-09,1809: Δ=0,0: Δ=0
2021-10-08,1809: Δ=10,0: Δ=0
2021-10-07,1799: Δ=3,0: Δ=0
2021-10-06,1796: Δ=3,0: Δ=0
2021-10-05,1793: Δ=1,0: Δ=0
2021-10-04,1792: Δ=2,0: Δ=0
2021-10-03,1790: Δ=0,0: Δ=0
2021-10-02,1790: Δ=0,0: Δ=0
2021-10-01,1790: Δ=3,0: Δ=0
2021-09-30,1787: Δ=-1,0: Δ=0
2021-09-29,1788: Δ=1,0: Δ=0
2021-09-28,1787: Δ=1,0: Δ=0
2021-09-27,1786: Δ=1,0: Δ=0
2021-09-26,1785: Δ=0,0: Δ=0
2021-09-25,1785: Δ=0,0: Δ=0
2021-09-24,1785: Δ=0,0: Δ=0
2021-09-23,1785: Δ=2,0: Δ=0
2021-09-22,1783: Δ=1,0: Δ=0
2021-09-21,1782: Δ=5,0: Δ=0
2021-09-20,1777: Δ=4,0: Δ=0
2021-09-19,1773: Δ=0,0: Δ=0
2021-09-18,1773: Δ=0,0: Δ=0
2021-09-17,1773: Δ=4,0: Δ=0
2021-09-16,1769: Δ=5,0: Δ=0
2021-09-15,1764: Δ=5,0: Δ=0
2021-09-14,1759: Δ=2,0: Δ=0
2021-09-13,1757: Δ=15,0: Δ=0
2021-09-12,1742: Δ=0,0: Δ=0
2021-09-11,1742: Δ=0,0: Δ=0
2021-09-10,1742: Δ=2,0: Δ=0
2021-09-09,1740: Δ=7,0: Δ=0
2021-09-08,1733: Δ=3,0: Δ=0
2021-09-07,1730: Δ=15,0: Δ=0
2021-09-06,1715: Δ=0,0: Δ=0
2021-09-05,1715: Δ=0,0: Δ=0
2021-09-04,1715: Δ=0,0: Δ=0
2021-09-03,1715: Δ=12,0: Δ=0
2021-09-02,1703: Δ=15,0: Δ=0
2021-09-01,1688: Δ=4,0: Δ=0
2021-08-31,1684: Δ=5,0: Δ=0
2021-08-30,1679: Δ=26,0: Δ=0
2021-08-29,1653: Δ=0,0: Δ=0
2021-08-28,1653: Δ=0,0: Δ=0
2021-08-27,1653: Δ=13,0: Δ=0
2021-08-26,1640: Δ=13,0: Δ=0
2021-08-25,1627: Δ=6,0: Δ=0
2021-08-24,1621: Δ=3,0: Δ=0
2021-08-23,1618: Δ=35,0: Δ=0
2021-08-22,1583: Δ=0,0: Δ=0
2021-08-21,1583: Δ=0,0: Δ=0
2021-08-20,1583: Δ=12,0: Δ=0
2021-08-19,1571: Δ=17,0: Δ=0
2021-08-18,1554: Δ=9,0: Δ=0
2021-08-17,1545: Δ=8,0: Δ=0
2021-08-16,1537: Δ=16,0: Δ=0
2021-08-15,1521: Δ=0,0: Δ=0
2021-08-14,1521: Δ=0,0: Δ=0
2021-08-13,1521: Δ=19,0: Δ=0
2021-08-12,1502: Δ=1,0: Δ=0
2021-08-11,1501: Δ=8,0: Δ=0
2021-08-10,1493: Δ=2,0: Δ=0
2021-08-09,1491: Δ=28,0: Δ=0
2021-08-08,1463: Δ=0,0: Δ=0
2021-08-07,1463: Δ=0,0: Δ=0
2021-08-06,1463: Δ=4,0: Δ=0
2021-08-05,1459: Δ=3,0: Δ=0
2021-08-04,1456: Δ=2,0: Δ=0
2021-08-03,1454: Δ=7,0: Δ=0
2021-08-02,1447: Δ=7,0: Δ=0
2021-08-01,1440: Δ=0,0: Δ=0
2021-07-31,1440: Δ=0,0: Δ=0
2021-07-30,1440: Δ=3,0: Δ=0
2021-07-29,1437: Δ=0,0: Δ=0
2021-07-28,1437: Δ=1,0: Δ=0
2021-07-27,1436: Δ=0,0: Δ=0
2021-07-26,1436: Δ=0,0: Δ=0
2021-07-25,1436: Δ=0,0: Δ=0
2021-07-24,1436: Δ=0,0: Δ=0
2021-07-23,1436: Δ=1,0: Δ=0
2021-07-22,1435: Δ=-1,0: Δ=0
2021-07-21,1436: Δ=2,0: Δ=0
2021-07-20,1434: Δ=4,0: Δ=0
2021-07-19,1430: Δ=3,0: Δ=0
2021-07-18,1427: Δ=0,0: Δ=0
2021-07-17,1427: Δ=0,0: Δ=0
2021-07-16,1427: Δ=5,0: Δ=0
2021-07-15,1422: Δ=0,0: Δ=0
2021-07-14,1422: Δ=0,0: Δ=0
2021-07-13,1422: Δ=3,0: Δ=0
2021-07-12,1419: Δ=2,0: Δ=0
2021-07-11,1417: Δ=0,0: Δ=0
2021-07-10,1417: Δ=0,0: Δ=0
2021-07-09,1417: Δ=-1,0: Δ=0
2021-07-08,1418: Δ=0,0: Δ=0
2021-07-07,1418: Δ=3,0: Δ=0
2021-07-06,1415: Δ=0,0: Δ=0
2021-07-05,1415: Δ=0,0: Δ=0
2021-07-04,1415: Δ=0,0: Δ=0
2021-07-03,1415: Δ=0,0: Δ=0
2021-07-02,1415: Δ=0,0: Δ=0
2021-07-01,1415: Δ=1,0: Δ=0
2021-06-30,1414: Δ=0,0: Δ=0
2021-06-29,1414: Δ=1,0: Δ=0
2021-06-28,1413: Δ=0,0: Δ=0
2021-06-27,1413: Δ=0,0: Δ=0
2021-06-26,1413: Δ=-1,0: Δ=0
2021-06-25,1414: Δ=0,0: Δ=0
2021-06-24,1414: Δ=0,0: Δ=0
2021-06-23,1414: Δ=0,0: Δ=0
2021-06-22,1414: Δ=0,0: Δ=0
2021-06-21,1414: Δ=0,0: Δ=0
2021-06-20,1414: Δ=0,0: Δ=0
2021-06-19,1414: Δ=0,0: Δ=0
2021-06-18,1414: Δ=0,0: Δ=0
2021-06-17,1414: Δ=0,0: Δ=0
2021-06-16,1414: Δ=1,0: Δ=0
2021-06-15,1413: Δ=1,0: Δ=0
2021-06-14,1412: Δ=0,0: Δ=-2
2021-06-13,1412: Δ=-1,2: Δ=2
2021-06-12,1413: Δ=0,0: Δ=0
2021-06-11,1413: Δ=0,0: Δ=0
2021-06-10,1413: Δ=0,0: Δ=0
2021-06-09,1413: Δ=0,0: Δ=0
2021-06-08,1413: Δ=1,0: Δ=0
2021-06-07,1412: Δ=0,0: Δ=0
2021-06-06,1412: Δ=1,0: Δ=0
2021-06-05,1411: Δ=0,0: Δ=0
2021-06-04,1411: Δ=1,0: Δ=0
2021-06-03,1410: Δ=1,0: Δ=0
2021-06-02,1409: Δ=1,0: Δ=0
2021-06-01,1408: Δ=0,0: Δ=0
2021-05-31,1408: Δ=0,0: Δ=0
2021-05-30,1408: Δ=1,0: Δ=0
2021-05-29,1407: Δ=4,0: Δ=0
2021-05-28,1403: Δ=2,0: Δ=0
2021-05-27,1401: Δ=2,0: Δ=0
2021-05-26,1399: Δ=6,0: Δ=0
2021-05-25,1393: Δ=2,0: Δ=0
2021-05-24,1391: Δ=3,0: Δ=0
2021-05-23,1388: Δ=4,0: Δ=0
2021-05-22,1384: Δ=3,0: Δ=0
2021-05-21,1381: Δ=10,0: Δ=0
2021-05-20,1371: Δ=18,0: Δ=0
2021-05-19,1353: Δ=4,0: Δ=0
2021-05-18,1349: Δ=3,0: Δ=0
2021-05-17,1346: Δ=12,0: Δ=0
2021-05-16,1334: Δ=7,0: Δ=0
2021-05-15,1327: Δ=6,0: Δ=0
2021-05-14,1321: Δ=2,0: Δ=0
2021-05-13,1319: Δ=2,0: Δ=0
2021-05-12,1317: Δ=9,0: Δ=0
2021-05-11,1308: Δ=0,0: Δ=0
2021-05-10,1308: Δ=8,0: Δ=0
2021-05-09,1300: Δ=3,0: Δ=0
2021-05-08,1297: Δ=5,0: Δ=0
2021-05-07,1292: Δ=3,0: Δ=0
2021-05-06,1289: Δ=4,0: Δ=0
2021-05-05,1285: Δ=4,0: Δ=0
2021-05-04,1281: Δ=0,0: Δ=0
2021-05-03,1281: Δ=3,0: Δ=0
2021-05-02,1278: Δ=3,0: Δ=0
2021-05-01,1275: Δ=3,0: Δ=0
2021-04-30,1272: Δ=4,0: Δ=0
2021-04-29,1268: Δ=16,0: Δ=0
2021-04-28,1252: Δ=6,0: Δ=0
2021-04-27,1246: Δ=1,0: Δ=0
2021-04-26,1245: Δ=10,0: Δ=0
2021-04-25,1235: Δ=5,0: Δ=0
2021-04-24,1230: Δ=7,0: Δ=0
2021-04-23,1223: Δ=15,0: Δ=0
2021-04-22,1208: Δ=15,0: Δ=0
2021-04-21,1193: Δ=9,0: Δ=0
2021-04-20,1184: Δ=3,0: Δ=0
2021-04-19,1181: Δ=7,0: Δ=0
2021-04-18,1174: Δ=8,0: Δ=0
2021-04-17,1166: Δ=13,0: Δ=0
2021-04-16,1153: Δ=16,0: Δ=0
2021-04-15,1137: Δ=12,0: Δ=0
2021-04-14,1125: Δ=12,0: Δ=0
2021-04-13,1113: Δ=0,0: Δ=0
2021-04-12,1113: Δ=16,0: Δ=0
2021-04-11,1097: Δ=10,0: Δ=0
2021-04-10,1087: Δ=16,0: Δ=0
2021-04-09,1071: Δ=5,0: Δ=0
2021-04-08,1066: Δ=11,0: Δ=0
2021-04-07,1055: Δ=14,0: Δ=0
2021-04-06,1041: Δ=3,0: Δ=0
2021-04-05,1038: Δ=34,0: Δ=0
2021-04-04,1004: Δ=0,0: Δ=0
2021-04-03,1004: Δ=19,0: Δ=0
2021-04-02,985: Δ=8,0: Δ=0
2021-04-01,977: Δ=16,0: Δ=0
2021-03-31,961: Δ=16,0: Δ=0
2021-03-30,945: Δ=1,0: Δ=0
2021-03-29,944: Δ=8,0: Δ=0
2021-03-28,936: Δ=6,0: Δ=0
2021-03-27,930: Δ=16,0: Δ=0
2021-03-26,914: Δ=8,0: Δ=0
2021-03-25,906: Δ=5,0: Δ=0
2021-03-24,901: Δ=7,0: Δ=0
2021-03-23,894: Δ=2,0: Δ=0
2021-03-22,892: Δ=1,0: Δ=0
2021-03-21,891: Δ=2,0: Δ=0
2021-03-20,889: Δ=1,0: Δ=0
2021-03-19,888: Δ=-1,0: Δ=0
2021-03-18,889: Δ=5,0: Δ=0
2021-03-17,884: Δ=1,0: Δ=0
2021-03-16,883: Δ=1,0: Δ=0
2021-03-15,882: Δ=2,0: Δ=0
2021-03-14,880: Δ=0,0: Δ=0
2021-03-13,880: Δ=1,0: Δ=0
2021-03-12,879: Δ=0,0: Δ=0
2021-03-11,879: Δ=0,0: Δ=0
2021-03-10,879: Δ=2,0: Δ=0
2021-03-09,877: Δ=0,0: Δ=0
2021-03-08,877: Δ=2,0: Δ=0
2021-03-07,875: Δ=0,0: Δ=0
2021-03-06,875: Δ=3,0: Δ=0
2021-03-05,872: Δ=1,0: Δ=0
2021-03-04,871: Δ=0,0: Δ=0
2021-03-03,871: Δ=7,0: Δ=0
2021-03-02,864: Δ=1,0: Δ=0
2021-03-01,863: Δ=1,0: Δ=0
2021-02-28,862: Δ=2,0: Δ=0
2021-02-27,860: Δ=2,0: Δ=0
2021-02-26,858: Δ=0,0: Δ=0
2021-02-25,858: Δ=0,0: Δ=0
2021-02-24,858: Δ=9,0: Δ=0
2021-02-23,849: Δ=-1,0: Δ=0
2021-02-22,850: Δ=1,0: Δ=0
2021-02-21,849: Δ=0,0: Δ=0
2021-02-20,849: Δ=2,0: Δ=0
2021-02-19,847: Δ=4,0: Δ=0
2021-02-18,843: Δ=7,0: Δ=0
2021-02-17,836: Δ=0,0: Δ=0
2021-02-16,836: Δ=2,0: Δ=0
2021-02-15,834: Δ=4,0: Δ=0
2021-02-14,830: Δ=0,0: Δ=0
2021-02-13,830: Δ=2,0: Δ=0
2021-02-12,828: Δ=2,0: Δ=0
2021-02-11,826: Δ=8,0: Δ=0
2021-02-10,818: Δ=7,0: Δ=0
2021-02-09,811: Δ=1,0: Δ=0
2021-02-08,810: Δ=4,0: Δ=0
2021-02-07,806: Δ=4,0: Δ=0
2021-02-06,802: Δ=4,0: Δ=0
2021-02-05,798: Δ=3,0: Δ=0
2021-02-04,795: Δ=3,0: Δ=0
2021-02-03,792: Δ=0,0: Δ=0
2021-02-02,792: Δ=15,0: Δ=0
2021-02-01,777: Δ=2,0: Δ=0
2021-01-31,775: Δ=2,0: Δ=0
2021-01-30,773: Δ=2,0: Δ=0
2021-01-29,771: Δ=18,0: Δ=0
2021-01-28,753: Δ=10,0: Δ=0
2021-01-27,743: Δ=9,0: Δ=0
2021-01-26,734: Δ=3,0: Δ=0
2021-01-25,731: Δ=0,0: Δ=0
2021-01-24,731: Δ=2,0: Δ=0
2021-01-23,729: Δ=11,0: Δ=0
2021-01-22,718: Δ=12,0: Δ=0
2021-01-21,706: Δ=23,0: Δ=0
2021-01-20,683: Δ=7,0: Δ=0
2021-01-19,676: Δ=4,0: Δ=0
2021-01-18,672: Δ=7,0: Δ=0
2021-01-17,665: Δ=16,0: Δ=0
2021-01-16,649: Δ=8,0: Δ=0
2021-01-15,641: Δ=9,0: Δ=0
2021-01-14,632: Δ=8,0: Δ=0
2021-01-13,624: Δ=9,0: Δ=0
2021-01-12,615: Δ=6,0: Δ=0
2021-01-11,609: Δ=3,0: Δ=0
2021-01-10,606: Δ=18,0: Δ=0
2021-01-09,588: Δ=23,0: Δ=0
2021-01-08,565: Δ=7,0: Δ=0
2021-01-07,558: Δ=9,0: Δ=0
2021-01-06,549: Δ=23,0: Δ=0
2021-01-05,526: Δ=7,0: Δ=0
2021-01-04,519: Δ=3,0: Δ=0
2021-01-03,516: Δ=11,0: Δ=0
2021-01-02,505: Δ=22,0: Δ=0
2021-01-01,483: Δ=0,0: Δ=0
2020-12-31,483: Δ=13,0: Δ=0
2020-12-30,470: Δ=3,0: Δ=0
2020-12-29,467: Δ=2,0: Δ=0
2020-12-28,465: Δ=6,0: Δ=0
2020-12-27,459: Δ=5,0: Δ=0
2020-12-26,454: Δ=6,0: Δ=0
2020-12-25,448: Δ=0,0: Δ=0
2020-12-24,448: Δ=13,0: Δ=0
2020-12-23,435: Δ=1,0: Δ=0
2020-12-22,434: Δ=3,0: Δ=0
2020-12-21,431: Δ=7,0: Δ=0
2020-12-20,424: Δ=6,0: Δ=0
2020-12-19,418: Δ=6,0: Δ=0
2020-12-18,412: Δ=0,0: Δ=0
2020-12-17,412: Δ=9,0: Δ=0
2020-12-16,403: Δ=3,0: Δ=0
2020-12-15,400: Δ=20,0: Δ=0
2020-12-14,380: Δ=4,0: Δ=0
2020-12-13,376: Δ=7,0: Δ=0
2020-12-12,369: Δ=11,0: Δ=0
2020-12-11,358: Δ=12,0: Δ=0
2020-12-10,346: Δ=10,0: Δ=0
2020-12-09,336: Δ=14,0: Δ=0
2020-12-08,322: Δ=7,0: Δ=0
2020-12-07,315: Δ=5,0: Δ=0
2020-12-06,310: Δ=1,0: Δ=0
2020-12-05,309: Δ=14,0: Δ=0
2020-12-04,295: Δ=4,0: Δ=0
2020-12-03,291: Δ=5,0: Δ=0
2020-12-02,286: Δ=7,0: Δ=0
2020-12-01,279: Δ=6,0: Δ=0
2020-11-30,273: Δ=3,0: Δ=0
2020-11-29,270: Δ=2,0: Δ=0
2020-11-28,268: Δ=1,0: Δ=0
2020-11-27,267: Δ=14,0: Δ=0
2020-11-26,253: Δ=0,0: Δ=0
2020-11-25,253: Δ=4,0: Δ=0
2020-11-24,249: Δ=4,0: Δ=0
2020-11-23,245: Δ=10,0: Δ=0
2020-11-22,235: Δ=6,0: Δ=0
2020-11-21,229: Δ=5,0: Δ=0
2020-11-20,224: Δ=11,0: Δ=0
2020-11-19,213: Δ=10,0: Δ=0
2020-11-18,203: Δ=9,0: Δ=0
2020-11-17,194: Δ=13,0: Δ=0
2020-11-16,181: Δ=5,0: Δ=0
2020-11-15,176: Δ=10,0: Δ=0
2020-11-14,166: Δ=7,0: Δ=0
2020-11-13,159: Δ=5,0: Δ=0
2020-11-12,154: Δ=13,0: Δ=0
2020-11-11,141: Δ=16,0: Δ=0
2020-11-10,125: Δ=3,0: Δ=0
2020-11-09,122: Δ=3,0: Δ=0
2020-11-08,119: Δ=7,0: Δ=0
2020-11-07,112: Δ=14,0: Δ=0
2020-11-06,98: Δ=1,0: Δ=0
2020-11-05,97: Δ=3,0: Δ=0
2020-11-04,94: Δ=2,0: Δ=0
2020-11-03,92: Δ=2,0: Δ=0
2020-11-02,90: Δ=0,0: Δ=0
2020-11-01,90: Δ=1,0: Δ=0
2020-10-31,89: Δ=4,0: Δ=0
2020-10-30,85: Δ=5,0: Δ=0
2020-10-29,80: Δ=2,0: Δ=0
2020-10-28,78: Δ=2,0: Δ=0
2020-10-27,76: Δ=1,0: Δ=0
2020-10-26,75: Δ=2,0: Δ=0
2020-10-25,73: Δ=0,0: Δ=0
2020-10-24,73: Δ=0,0: Δ=0
2020-10-23,73: Δ=2,0: Δ=0
2020-10-22,71: Δ=0,0: Δ=0
2020-10-21,71: Δ=0,0: Δ=0
2020-10-20,71: Δ=0,0: Δ=0
2020-10-19,71: Δ=0,0: Δ=0
2020-10-18,71: Δ=0,0: Δ=0
2020-10-17,71: Δ=1,0: Δ=0
2020-10-16,70: Δ=0,0: Δ=0
2020-10-15,70: Δ=0,0: Δ=0
2020-10-14,70: Δ=0,0: Δ=0
2020-10-13,70: Δ=0,0: Δ=0
2020-10-12,70: Δ=1,0: Δ=0
2020-10-11,69: Δ=0,0: Δ=0
2020-10-10,69: Δ=1,0: Δ=0
2020-10-09,68: Δ=0,0: Δ=0
2020-10-08,68: Δ=1,0: Δ=0
2020-10-07,67: Δ=0,0: Δ=0
2020-10-06,67: Δ=0,0: Δ=0
2020-10-05,67: Δ=0,0: Δ=0
2020-10-04,67: Δ=1,0: Δ=0
2020-10-03,66: Δ=0,0: Δ=0
2020-10-02,66: Δ=2,0: Δ=0
2020-10-01,64: Δ=0,0: Δ=0
2020-09-30,64: Δ=0,0: Δ=0
2020-09-29,64: Δ=1,0: Δ=0
2020-09-28,63: Δ=0,0: Δ=0
2020-09-27,63: Δ=0,0: Δ=0
2020-09-26,63: Δ=0,0: Δ=0
2020-09-25,63: Δ=0,0: Δ=0
2020-09-24,63: Δ=0,0: Δ=0
2020-09-23,63: Δ=1,0: Δ=0
2020-09-22,62: Δ=0,0: Δ=0
2020-09-21,62: Δ=0,0: Δ=0
2020-09-20,62: Δ=0,0: Δ=0
2020-09-19,62: Δ=1,0: Δ=0
2020-09-18,61: Δ=1,0: Δ=0
2020-09-17,60: Δ=0,0: Δ=0
2020-09-16,60: Δ=0,0: Δ=0
2020-09-15,60: Δ=0,0: Δ=0
2020-09-14,60: Δ=0,0: Δ=0
2020-09-13,60: Δ=0,0: Δ=0
2020-09-12,60: Δ=1,0: Δ=0
2020-09-11,59: Δ=1,0: Δ=0
2020-09-10,58: Δ=0,0: Δ=0
2020-09-09,58: Δ=1,0: Δ=0
2020-09-08,57: Δ=1,0: Δ=0
2020-09-07,56: Δ=0,0: Δ=0
2020-09-06,56: Δ=0,0: Δ=0
2020-09-05,56: Δ=0,0: Δ=0
2020-09-04,56: Δ=0,0: Δ=0
2020-09-03,56: Δ=0,0: Δ=0
2020-09-02,56: Δ=-18,0: Δ=0
2020-09-01,74: Δ=0,0: Δ=0
2020-08-31,74: Δ=0,0: Δ=0
2020-08-30,74: Δ=0,0: Δ=0
2020-08-29,74: Δ=0,0: Δ=0
2020-08-28,74: Δ=2,0: Δ=0
2020-08-27,72: Δ=0,0: Δ=0
2020-08-26,72: Δ=0,0: Δ=0
2020-08-25,72: Δ=3,0: Δ=0
2020-08-24,69: Δ=0,0: Δ=0
2020-08-23,69: Δ=0,0: Δ=0
2020-08-22,69: Δ=0,0: Δ=0
2020-08-21,69: Δ=0,0: Δ=0
2020-08-20,69: Δ=1,0: Δ=0
2020-08-19,68: Δ=2,0: Δ=0
2020-08-18,66: Δ=0,0: Δ=0
2020-08-17,66: Δ=0,0: Δ=0
2020-08-16,66: Δ=0,0: Δ=0
2020-08-15,66: Δ=0,0: Δ=0
2020-08-14,66: Δ=0,0: Δ=0
2020-08-13,66: Δ=0,0: Δ=0
2020-08-12,66: Δ=0,0: Δ=0
2020-08-11,66: Δ=0,0: Δ=0
2020-08-10,66: Δ=0,0: Δ=0
2020-08-09,66: Δ=0,0: Δ=0
2020-08-08,66: Δ=0,0: Δ=0
2020-08-07,66: Δ=0,0: Δ=0
2020-08-06,66: Δ=0,0: Δ=0
2020-08-05,66: Δ=0,0: Δ=0
2020-08-04,66: Δ=1,0: Δ=0
2020-08-03,65: Δ=0,0: Δ=0
2020-08-02,65: Δ=0,0: Δ=0
2020-08-01,65: Δ=0,0: Δ=0
2020-07-31,65: Δ=0,0: Δ=0
2020-07-30,65: Δ=0,0: Δ=0
2020-07-29,65: Δ=0,0: Δ=0
2020-07-28,65: Δ=1,0: Δ=0
2020-07-27,64: Δ=0,0: Δ=0
2020-07-26,64: Δ=0,0: Δ=0
2020-07-25,64: Δ=0,0: Δ=0
2020-07-24,64: Δ=0,0: Δ=0
2020-07-23,64: Δ=0,0: Δ=0
2020-07-22,64: Δ=0,0: Δ=0
2020-07-21,64: Δ=5,0: Δ=0
2020-07-20,59: Δ=0,0: Δ=0
2020-07-19,59: Δ=0,0: Δ=0
2020-07-18,59: Δ=2,0: Δ=0
2020-07-17,57: Δ=0,0: Δ=0
2020-07-16,57: Δ=0,0: Δ=0
2020-07-15,57: Δ=0,0: Δ=0
2020-07-14,57: Δ=-1,0: Δ=0
2020-07-13,58: Δ=0,0: Δ=0
2020-07-12,58: Δ=-1,0: Δ=0
2020-07-11,59: Δ=3,0: Δ=0
2020-07-10,56: Δ=1,0: Δ=0
2020-07-09,55: Δ=2,0: Δ=0
2020-07-08,53: Δ=2,0: Δ=0
2020-07-07,51: Δ=0,0: Δ=0
2020-07-06,51: Δ=0,0: Δ=0
2020-07-05,51: Δ=1,0: Δ=0
2020-07-04,50: Δ=0,0: Δ=0
2020-07-03,50: Δ=1,0: Δ=0
2020-07-02,49: Δ=-1,0: Δ=0
2020-07-01,50: Δ=1,0: Δ=0
2020-06-30,49: Δ=0,0: Δ=0
2020-06-29,49: Δ=1,0: Δ=0
2020-06-28,48: Δ=0,0: Δ=0
2020-06-27,48: Δ=2,0: Δ=0
2020-06-26,46: Δ=1,0: Δ=0
2020-06-25,45: Δ=0,0: Δ=0
2020-06-24,45: Δ=0,0: Δ=0
2020-06-23,45: Δ=0,0: Δ=0
2020-06-22,45: Δ=1,0: Δ=0
2020-06-21,44: Δ=0,0: Δ=0
2020-06-20,44: Δ=0,0: Δ=0
2020-06-19,44: Δ=0,0: Δ=0
2020-06-18,44: Δ=0,0: Δ=0
2020-06-17,44: Δ=1,0: Δ=0
2020-06-16,43: Δ=1,0: Δ=0
2020-06-15,42: Δ=0,0: Δ=-1
2020-06-14,42: Δ=0,1: Δ=0
2020-06-13,42: Δ=0,1: Δ=0
2020-06-12,42: Δ=0,1: Δ=0
2020-06-11,42: Δ=0,1: Δ=0
2020-06-10,42: Δ=-1,1: Δ=0
2020-06-09,43: Δ=1,1: Δ=0
2020-06-08,42: Δ=0,1: Δ=0
2020-06-07,42: Δ=0,1: Δ=0
2020-06-06,42: Δ=0,1: Δ=0
2020-06-05,42: Δ=1,1: Δ=0
2020-06-04,41: Δ=0,1: Δ=0
2020-06-03,41: Δ=0,1: Δ=0
2020-06-02,41: Δ=1,1: Δ=0
2020-06-01,40: Δ=13,1: Δ=0
2020-05-31,27: Δ=1,1: Δ=0
2020-05-30,26: Δ=0,1: Δ=0
2020-05-29,26: Δ=0,1: Δ=0
2020-05-28,26: Δ=0,1: Δ=0
2020-05-27,26: Δ=0,1: Δ=0
2020-05-26,26: Δ=0,1: Δ=0
2020-05-25,26: Δ=0,1: Δ=0
2020-05-24,26: Δ=0,1: Δ=0
2020-05-23,26: Δ=0,1: Δ=0
2020-05-22,26: Δ=0,1: Δ=0
2020-05-21,26: Δ=0,1: Δ=0
2020-05-20,26: Δ=0,1: Δ=0
2020-05-19,26: Δ=0,1: Δ=0
2020-05-18,26: Δ=0,1: Δ=0
2020-05-17,26: Δ=1,1: Δ=0
2020-05-16,25: Δ=1,1: Δ=-1
2020-05-15,24: Δ=0,2: Δ=1
2020-05-14,24: Δ=1,1: Δ=0
2020-05-13,23: Δ=0,1: Δ=0
2020-05-12,23: Δ=0,1: Δ=0
2020-05-11,23: Δ=0,1: Δ=0
2020-05-10,23: Δ=0,1: Δ=0
2020-05-09,23: Δ=1,1: Δ=0
2020-05-08,22: Δ=0,1: Δ=0
2020-05-07,22: Δ=0,1: Δ=0
2020-05-06,22: Δ=1,1: Δ=0
2020-05-05,21: Δ=0,1: Δ=0
2020-05-04,21: Δ=0,1: Δ=0
2020-05-03,21: Δ=3,1: Δ=0
2020-05-02,18: Δ=0,1: Δ=0
2020-05-01,18: Δ=1,1: Δ=0
2020-04-30,17: Δ=1,1: Δ=0
2020-04-29,16: Δ=1,1: Δ=0
2020-04-28,15: Δ=0,1: Δ=0
2020-04-27,15: Δ=0,1: Δ=0
2020-04-26,15: Δ=0,1: Δ=0
2020-04-25,15: Δ=0,1: Δ=0
2020-04-24,15: Δ=1,1: Δ=0
2020-04-23,14: Δ=0,1: Δ=0
2020-04-22,14: Δ=0,1: Δ=0
2020-04-21,14: Δ=0,1: Δ=1
2020-04-20,14: Δ=0,0: Δ=0
2020-04-19,14: Δ=0,0: Δ=0
2020-04-18,14: Δ=2,0: Δ=0
2020-04-17,12: Δ=0,0: Δ=0
2020-04-16,12: Δ=1,0: Δ=0
2020-04-15,11: Δ=0,0: Δ=0
2020-04-14,11: Δ=-1,0: Δ=0
2020-04-13,12: Δ=0,0: Δ=0
2020-04-12,12: Δ=0,0: Δ=0
2020-04-11,12: Δ=0,0: Δ=0
2020-04-10,12: Δ=3,0: Δ=0
2020-04-09,9: Δ=1,0: Δ=0
2020-04-08,8: Δ=-1,0: Δ=0
2020-04-07,9: Δ=1,0: Δ=0
2020-04-06,8: Δ=0,0: Δ=0
2020-04-05,8: Δ=1,0: Δ=0
2020-04-04,7: Δ=0,0: Δ=0
2020-04-03,7: Δ=2,0: Δ=0
2020-04-02,5: Δ=4,0: Δ=0
2020-04-01,1: Δ=0,0: Δ=0
2020-03-31,1: Δ=0,0: Δ=0
2020-03-30,1: Δ=0,0: Δ=0
2020-03-29,1: Δ=0,0: Δ=0
2020-03-28,1: Δ=0,0: Δ=0
2020-03-27,1: Δ=0,0: Δ=0
2020-03-26,1: Δ=0,0: Δ=0
2020-03-25,1: Δ=1,0: Δ=0
